tip	date	distance	residual
hCoV-19/bat/Cambodia/RShSTT182/2010|EPI_ISL_852604|2010-12-06	2010.9287671232876	0.0	-0.08236647337697889
hu_variant_P.2_MZ368282	2021.2301369863014	0.16283715	-0.0022969834376397047
hu_variant_P.2_MZ368285	2021.2301369863014	0.16283715	-0.0022969834376397047
hu_variant_P.2_MZ397170	2021.1671232876713	0.16283715	-0.0017906919000353072
hu_variant_B.1.526_MZ414289	2021.323287671233	0.16283715	-0.003045414406274455
hu_variant_B.1.526_MZ414280	2021.3287671232877	0.16283715	-0.0030894397573689447
hu_variant_B.1.525_MZ412141	2021.4136986301369	0.16283715	-0.0037718326993584073
hu_variant_B.1.525_MZ415454	2021.3561643835617	0.16283715	-0.0033095665128484997
hu_variant_B.1.525_MZ414722	2021.2986301369863	0.16283715	-0.002847300326338592
hu_variant_B.1.1.7_MZ414251	2021.2465753424658	0.16288975	-0.002376459490926741
hu_variant_B.1.1.7_MZ414253	2021.2383561643835	0.16288975	-0.0023104214642814536
hu_variant_B.1.1.7_MZ414247	2021.2438356164384	0.16288975	-0.002354446815379496
hu_variant_B.1.351_MZ413998	2021.2739726027398	0.1734127	0.007926363753590154
hu_variant_B.1.351_MZ394580	2021.2465753424658	0.1734127	0.008146490509073262
hu_variant_P.1_MZ414248	2021.2438356164384	0.17862812	0.013383923184620505
hu_variant_P.1_MZ414249	2021.2410958904109	0.17862812	0.013405935860171303
hu_variant_P.1_MZ414259	2021.2849315068493	0.17862812	0.013053733051401173
hu_variant_B.1.617.1_MZ415508	2021.3534246575343	0.16795347	0.001828766162698725
hu_variant_B.1.617.1_MW969755	2021.2219178082191	0.16795347	0.0028853745890055627
hu_variant_B.1.617.1_MW969754	2021.2219178082191	0.17314954	0.00808144458900556
hu_variant_B.1.617.3_MZ359842	2021.213698630137	0.16798046	0.0029784026156508547
hu_variant_B.1.617.2_MZ414367	2021.3287671232877	0.16801248000000002	0.002085890242631061
hu_variant_B.1.617.2_MZ414500	2021.2438356164384	0.16801248000000002	0.0027682831846205236
hu_variant_B.1.617.2_MZ414275	2021.4136986301369	0.16801248000000002	0.0014034973006415985
hu_variant_B.1.427_MZ414526	2021.2410958904109	0.16285365000000002	-0.002368534139828682
hu_variant_B.1.427_MZ414531	2021.2438356164384	0.16285365000000002	-0.0023905468153794796
hu_variant_B.1.427_MZ414538	2021.2465753424658	0.16285365000000002	-0.0024125594909267245
hu_variant_B.1.429_MZ414410	2021.2438356164384	0.16285365000000002	-0.0023905468153794796
hu_variant_B.1.429_MZ414449	2021.2438356164384	0.16285365000000002	-0.0023905468153794796
hu_variant_B.1.429_MZ414471	2021.2438356164384	0.16285365000000002	-0.0023905468153794796
hu_variant_B.1.526_MZ414277	2021.441095890411	0.16276537000000002	-0.004063739454837956
hCoV-19/Shenzhen/SZTH-004/2020|EPI_ISL_406595|2020-01-16	2020.0409836065573	0.16817782	0.01259808990904751
hCoV-19/Hong_Kong/VM20001061-2/2020|EPI_ISL_412028|2020-01-22	2020.0573770491803	0.16290781000000001	0.007196364719291554
hCoV-19/India/MH-1-27/2020|EPI_ISL_413522|2020-01-27	2020.0710382513662	0.16291193	0.007090722061164539
hCoV-19/Finland/FIN03032020A/2020|EPI_ISL_413602|2020-03-03	2020.1693989071039	0.16280855	0.006197050922635838
hCoV-19/USA/WA-S28/2020|EPI_ISL_417081|2020-03-02	2020.1666666666667	0.16279868	0.006209133454261245
hu_variant_B.1.351_MZ401461	2021.4	0.15761471	-0.008884209321618652
hu_variant_B.1_MZ414293	2020.6666666666667	0.1576417	-0.0029651598332584017
hu_variant_B.1_MZ414299	2020.6693989071039	0.15766869	-0.0029601223648837993
hu_variant_B.1_MZ414302	2020.6693989071039	0.15769568	-0.002933132364883795
ref_seq_NC_045512.2	2019.9150684931508	0.15772267	0.0031546208254215613
hCoV-19/England/01/2020|EPI_ISL_407071|2020-01-29	2020.0765027322404	0.15774966	0.0018845469979137386
hCoV-19/env/Wuhan/IVDC-HBF13/2020|EPI_ISL_408511|2020-01-01	2020.0	0.15777665000000002	0.0025262078834356605
hCoV-19/USA/WA-S106/2020|EPI_ISL_417159|2020-02-29	2020.1612021857923	0.16273526	0.006189618517515594
hu_variant_BANAL-20-52_MZ937000.1	2020.5081967213114	0.13099344000000002	-0.02834017299896019
hu_variant_BANAL-20-103_MZ937001.1	2020.5136612021859	0.13099344000000002	-0.028384078062214546
hu_variant_BANAL-20-236_MZ937003.2	2020.5218579234972	0.13621593	-0.023227445657090756
Guangdong_Pangolin_1_2019	2019.0	0.13622414	-0.010991675541528634
MT121216.1_Pangolin_coronavirus_isolate_MP789_complete_genome	2019.2383561643835	0.14140172	-0.007729198314206431
Bat_coronavirus_RaTG13	2013.558904109589	0.21918241	0.11568376809689146
