tip	date	distance	residual
hCoV-19/bat/Yunnan/RpYN06/2020|EPI_ISL_1699446|2020-05-25	2020.396174863388	0.8477804299999999	0.22817623393312625
hCoV-19/bat/Yunnan/PrC31/2018|EPI_ISL_1098866|2018-08	2018.5808219178082	0.84009669	0.2970807197643992
MW251308.1_Bat_coronavirus_RacCS203_complete_genome	2020.464480874317	0.85584428	0.23335831033455234
hCoV-19/bat/Yunnan/RmYN02/2019|EPI_ISL_412977|2019-06-25	2019.4794520547946	0.86219912	0.28127069420699546
hu_variant_BANAL-20-116_MZ937002.1	2020.5136612021859	0.86219912	0.2376382733435779
hu_variant_BANAL-20-247_MZ937004.1	2020.5218579234972	0.86219912	0.23729246051175357
hu_variant_BANAL-20-52_MZ937000.1	2020.5081967213114	0.40701757	-0.21731273476853447
hu_variant_BANAL-20-103_MZ937001.1	2020.5136612021859	0.40701757	-0.2175432766564221
hu_variant_BANAL-20-236_MZ937003.2	2020.5218579234972	0.40941878	-0.21548787948824644
Guangdong_Pangolin_1_2019	2019.0	0.40938450000000004	-0.15131624371207564
MT121216.1_Pangolin_coronavirus_isolate_MP789_complete_genome	2019.2383561643835	0.41468048	-0.15607631137516031
ref_seq_NC_045512.2	2019.9150684931508	0.43088719	-0.1684195297979656
hCoV-19/bat/Cambodia/RShSTT182/2010|EPI_ISL_852604|2010-12-06	2010.9287671232876	0.51787539	0.29769322577607193
Bat_coronavirus_RaTG13	2013.558904109589	0.43018572	0.09904027121780523
Guangxi_Pangolin_P1E	2017.0	0.38449223	-0.09183018274590116
Guangxi_Pangolin_P5E	2017.0	0.38969361	-0.08662880274590112
Guangxi_Pangolin_P5L	2017.0	0.38504035000000003	-0.09128206274590112
Guangxi_Pangolin_P2V	2018.0	0.38504035000000003	-0.13347122822898128
Guangxi_Pangolin_P4L	2017.0	0.38504035000000003	-0.09128206274590112
Bat_Rc-o319_LC556375.1	2013.0	0.0	-0.3075657508135521
hCoV-19/bat/Yunnan/RmYN08/2020|EPI_ISL_1699448|2020-07-14	2020.532786885246	0.64203362	0.016665876735978302
