tip	date	distance	residual
Guangdong_Pangolin_1_2019	2019.0	0.16423247	0.07418587920873956
MT121216.1_Pangolin_coronavirus_isolate_MP789_complete_genome	2019.2383561643835	0.16458507	0.07350778484460352
hu_variant_P.2_MZ368282	2021.2301369863014	0.09511989000000001	-0.0045702089798436984
hu_variant_P.2_MZ368285	2021.2301369863014	0.09515356	-0.004536538979843713
hu_variant_P.2_MZ397170	2021.1671232876713	0.09518738	-0.00423023656173753
hu_variant_P.1_MZ414259	2021.2849315068493	0.09572301999999999	-0.004204020212977055
hu_variant_P.1_MZ414248	2021.2438356164384	0.09564172	-0.0041076142881270455
hu_variant_P.1_MZ414249	2021.2410958904109	0.09560813	-0.0041293572264700235
hu_variant_B.1_MZ414299	2020.6693989071039	0.09501841	-0.002246957991743903
hu_variant_B.1_MZ414302	2020.6693989071039	0.09501841	-0.002246957991743903
hu_variant_B.1.1.7_MZ414251	2021.2465753424658	0.09549110999999999	-0.004270071349784077
hu_variant_B.1.1.7_MZ414247	2021.2438356164384	0.0956256	-0.00412373428812704
hu_variant_B.1.1.7_MZ414253	2021.2383561643835	0.09549045	-0.004235190164812996
hu_variant_B.1.617.1_MZ415508	2021.3534246575343	0.09549639	-0.00472682675439727
hu_variant_B.1.617.1_MW969754	2021.2219178082191	0.09538578	-0.004268777794872641
hu_variant_B.1.617.1_MW969755	2021.2219178082191	0.09545300000000001	-0.004201557794872635
hu_variant_B.1.617.3_MZ359842	2021.213698630137	0.0952598	-0.004359216609903349
hu_variant_B.1.617.2_MZ414500	2021.2438356164384	0.09542602	-0.004323314288127045
hu_variant_B.1.617.2_MZ414275	2021.4136986301369	0.09552721	-0.00495664211084465
hu_variant_B.1.617.2_MZ414367	2021.3287671232877	0.0954464	-0.0046701931994858475
hu_variant_B.1_MZ414293	2020.6666666666667	0.0947125	-0.0025410532991081147
hu_variant_B.1.526_MZ414280	2021.3287671232877	0.09508438999999999	-0.005032203199485857
hu_variant_B.1.526_MZ414289	2021.323287671233	0.09525275999999999	-0.004840139076171812
hu_variant_B.1.526_MZ414277	2021.441095890411	0.09518471	-0.005417612727411314
hu_variant_B.1.351_MZ413998	2021.2739726027398	0.09521689	-0.004662761966350737
hu_variant_B.1.351_MZ394580	2021.2465753424658	0.09538663	-0.004374551349784067
hu_variant_B.1.351_MZ401461	2021.4	0.09481329	-0.005611326802561323
hu_variant_B.1.427_MZ414526	2021.2410958904109	0.09538563	-0.004351857226470024
hu_variant_B.1.427_MZ414531	2021.2438356164384	0.09528463000000001	-0.004464704288127036
hu_variant_B.1.427_MZ414538	2021.2465753424658	0.09535155000000001	-0.00440963134978406
hu_variant_B.1.429_MZ414449	2021.2438356164384	0.09538519000000001	-0.0043641442881270365
hu_variant_B.1.429_MZ414410	2021.2438356164384	0.09529714	-0.004452194288127043
hu_variant_B.1.429_MZ414471	2021.2438356164384	0.0953175	-0.004431834288127046
hu_variant_B.1.525_MZ415454	2021.3561643835617	0.09552351	-0.0047115538160525106
hu_variant_B.1.525_MZ414722	2021.2986301369863	0.09535473	-0.004631545521262159
hu_variant_B.1.525_MZ412141	2021.4136986301369	0.09542253	-0.005061322110844646
hCoV-19/Finland/FIN03032020A/2020|EPI_ISL_413602|2020-03-03	2020.1693989071039	0.09451038	-5.928992393888777E-4
hCoV-19/env/Wuhan/IVDC-HBF13/2020|EPI_ISL_408511|2020-01-01	2020.0	0.09437869	7.921704031313426E-6
hCoV-19/India/MH-1-27/2020|EPI_ISL_413522|2020-01-27	2020.0710382513662	0.09447686999999999	-2.0108030450077807E-4
ref_seq_NC_045512.2	2019.9150684931508	0.09430886999999999	3.053606153901045E-4
hCoV-19/Shenzhen/SZTH-004/2020|EPI_ISL_406595|2020-01-16	2020.0409836065573	0.09461114000000001	6.315131449460831E-5
hCoV-19/England/01/2020|EPI_ISL_407071|2020-01-29	2020.0765027322404	0.09430896999999999	-3.926096897705622E-4
hCoV-19/Hong_Kong/VM20001061-2/2020|EPI_ISL_412028|2020-01-22	2020.0573770491803	0.09440986000000001	-2.0901684132007547E-4
hCoV-19/USA/WA-S28/2020|EPI_ISL_417081|2020-03-02	2020.1666666666667	0.09432108	-7.703845467531001E-4
hCoV-19/USA/WA-S106/2020|EPI_ISL_417159|2020-02-29	2020.1612021857923	0.09435463999999999	-7.131951614815502E-4
hu_variant_BANAL-20-52_MZ937000.1	2020.5081967213114	0.09638709000000001	-1.8121112622926372E-4
hu_variant_BANAL-20-103_MZ937001.1	2020.5136612021859	0.11184422999999999	0.015252299488497378
hu_variant_BANAL-20-236_MZ937003.2	2020.5218579234972	0.10851406	0.011886685410590042
Bat_coronavirus_RaTG13	2013.558904109589	0.09728064	0.03076231365901702
hCoV-19/bat/Cambodia/RShSTT182/2010|EPI_ISL_852604|2010-12-06	2010.9287671232876	0.0	-0.05514514715051533
