tip	date	distance	residual
hCoV-19/bat/Cambodia/RShSTT182/2010|EPI_ISL_852604|2010-12-06	2010.9287671232876	0.0	-0.18454114355640172
hu_variant_P.1_MZ414249	2021.2410958904109	0.3895738	-0.006269559204427233
hu_variant_P.1_MZ414259	2021.2849315068493	0.3898366	-0.006904962033966511
hu_variant_P.1_MZ414248	2021.2438356164384	0.38983657	-0.006062926881277464
hu_variant_P.2_MZ368285	2021.2301369863014	0.38745417000000004	-0.008164638497047738
hu_variant_P.2_MZ397170	2021.1671232876713	0.38718988	-0.007137761929592701
hu_variant_P.2_MZ368282	2021.2301369863014	0.38718988	-0.008428928497047794
hu_variant_B.1.525_MZ414722	2021.2986301369863	0.38824893	-0.008773320418196173
hu_variant_B.1.525_MZ415454	2021.3561643835617	0.38824893	-0.009952211631957975
hu_variant_B.1.525_MZ412141	2021.4136986301369	0.38824893	-0.011131102845719776
hu_variant_B.1.351_MZ413998	2021.2739726027398	0.38825052000000004	-0.008266491326586967
hu_variant_B.1.351_MZ394580	2021.2465753424658	0.38904072	-0.0069149145581276494
hu_variant_B.1.526_MZ414277	2021.441095890411	0.38876946	-0.01117194961417911
hu_variant_B.1.526_MZ414280	2021.3287671232877	0.38825362	-0.009386144863498591
hu_variant_B.1.526_MZ414289	2021.323287671233	0.38797963	-0.009547859509812406
hu_variant_B.1.427_MZ414531	2021.2438356164384	0.38771710000000004	-0.00818239688127742
hu_variant_B.1.427_MZ414538	2021.2465753424658	0.38771710000000004	-0.00823853455812762
hu_variant_B.1.427_MZ414526	2021.2410958904109	0.38797987	-0.007863489204427254
hu_variant_B.1.429_MZ414471	2021.2438356164384	0.38797932	-0.007920176881277441
hu_variant_B.1.429_MZ414410	2021.2438356164384	0.38824575	-0.007653746881277457
hu_variant_B.1.429_MZ414449	2021.2438356164384	0.38771666	-0.008182836881277467
hu_variant_B.1.617.1_MZ415508	2021.3534246575343	0.38877038	-0.009374623955114847
hu_variant_B.1.617.1_MW969755	2021.2219178082191	0.38877046000000004	-0.006679935466511355
hu_variant_B.1.617.1_MW969754	2021.2219178082191	0.38929729	-0.006153105466511377
hu_variant_B.1.617.3_MZ359842	2021.213698630137	0.38851077	-0.006771212435975005
hu_variant_B.1.617.2_MZ414500	2021.2438356164384	0.38881158	-0.007087916881277467
hu_variant_B.1.617.2_MZ414275	2021.4136986301369	0.38933907	-0.010040962845719759
hu_variant_B.1.617.2_MZ414367	2021.3287671232877	0.38933773	-0.00830203486349862
hu_variant_B.1_MZ414299	2020.6693989071039	0.38692844000000004	0.0027992960790487187
hu_variant_B.1_MZ414302	2020.6693989071039	0.38719000000000003	0.0030608560790487127
hu_variant_B.1.351_MZ401461	2021.4	0.38719032	-0.01190902446149722
hCoV-19/Finland/FIN03032020A/2020|EPI_ISL_413602|2020-03-03	2020.1693989071039	0.38692715	0.013043132103428334
hu_variant_B.1_MZ414293	2020.6666666666667	0.38666431	0.0025911503742572783
hu_variant_B.1.1.7_MZ414251	2021.2465753424658	0.38878266	-0.007172974558127654
hu_variant_B.1.1.7_MZ414247	2021.2438356164384	0.38851831000000003	-0.007381186881277424
hu_variant_B.1.1.7_MZ414253	2021.2383561643835	0.38825452	-0.0075327015275841736
ref_seq_NC_045512.2	2019.9150684931508	0.38640157	0.01772884638898703
hCoV-19/USA/WA-S28/2020|EPI_ISL_417081|2020-03-02	2020.1666666666667	0.38666431	0.012836276398636937
hCoV-19/England/01/2020|EPI_ISL_407071|2020-01-29	2020.0765027322404	0.38666454	0.014683988140740623
hCoV-19/env/Wuhan/IVDC-HBF13/2020|EPI_ISL_408511|2020-01-01	2020.0	0.38666435	0.016251358406765837
hCoV-19/India/MH-1-27/2020|EPI_ISL_413522|2020-01-27	2020.0710382513662	0.38666451	0.014795926731172027
hCoV-19/Hong_Kong/VM20001061-2/2020|EPI_ISL_412028|2020-01-22	2020.0573770491803	0.38666464	0.015075978207250484
hCoV-19/Shenzhen/SZTH-004/2020|EPI_ISL_406595|2020-01-16	2020.0409836065573	0.38719074	0.015937983978537518
hCoV-19/USA/WA-S106/2020|EPI_ISL_417159|2020-02-29	2020.1612021857923	0.38666426	0.012948194989075401
Bat_coronavirus_RaTG13	2013.558904109589	0.40476766	0.16633434667151448
hu_variant_BANAL-20-52_MZ937000.1	2020.5081967213114	0.33219191000000003	-0.048634160503253754
hu_variant_BANAL-20-236_MZ937003.2	2020.5218579234972	0.34021553	-0.04089046197933227
hu_variant_BANAL-20-103_MZ937001.1	2020.5136612021859	0.34676788000000003	-0.034170159093692254
Guangdong_Pangolin_1_2019	2019.0	0.47947229999999996	0.12954956045552513
MT121216.1_Pangolin_coronavirus_isolate_MP789_complete_genome	2019.2383561643835	0.47996538	0.12515866256993446
